source_file,p1,p2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/cholesterol_dbp_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/cholesterol_int.cholesterol_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/dbp_int.dbp_int.sumstats.gz,NA,NA,NA,NA,0.8552,0.4356,0.9885,0.0124,0.0902,0.0099
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/cholesterol_drink_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/cholesterol_int.cholesterol_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/drink_int.drink_int.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/cholesterol_eos_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/cholesterol_int.cholesterol_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/eos_int.eos_int.sumstats.gz,NA,NA,NA,NA,0.2431,0.769,0.9983,0.0187,0.0759,0.0104
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/cholesterol_ggt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/cholesterol_int.cholesterol_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,NA,NA,NA,NA,-0.9856,0.6272,1.0264,0.0149,0.185,0.0094
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/cholesterol_glucose_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/cholesterol_int.cholesterol_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/glucose_int.glucose_int.sumstats.gz,NA,NA,NA,NA,0.0051,0.47,1.0086,0.0136,0.0253,0.0099
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/cholesterol_hb_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/cholesterol_int.cholesterol_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hb_int.hb_int.sumstats.gz,NA,NA,NA,NA,0.2042,0.5233,0.9988,0.013,0.1102,0.0094
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/cholesterol_hdl_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/cholesterol_int.cholesterol_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hdl_int.hdl_int.sumstats.gz,NA,NA,NA,NA,-0.4632,0.4337,1.0215,0.0125,0.3151,0.0104
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/cholesterol_height_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/cholesterol_int.cholesterol_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/height_int.height_int.sumstats.gz,NA,NA,NA,NA,0.3614,0.5811,0.9933,0.015,0.0122,0.0092
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/cholesterol_ldl_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/cholesterol_int.cholesterol_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ldl_int.ldl_int.sumstats.gz,NA,NA,NA,NA,-0.2165,0.4622,1.0063,0.0155,0.928,0.0133
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/cholesterol_lymph_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/cholesterol_int.cholesterol_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/lymph_int.lymph_int.sumstats.gz,NA,NA,NA,NA,-0.0215,0.5302,1.0203,0.0129,0.0929,0.0104
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/cholesterol_mono_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/cholesterol_int.cholesterol_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/mono_int.mono_int.sumstats.gz,NA,NA,NA,NA,0.1729,0.5328,1.0104,0.0139,0.0212,0.0106
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/cholesterol_neut_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/cholesterol_int.cholesterol_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/neut_int.neut_int.sumstats.gz,NA,NA,NA,NA,-0.7117,0.543,1.028,0.0122,-0.0083,0.0095
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/cholesterol_plt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/cholesterol_int.cholesterol_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/plt_int.plt_int.sumstats.gz,NA,NA,NA,NA,0.4666,0.5916,1.0,0.0142,0.1282,0.0095
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/cholesterol_rbc_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/cholesterol_int.cholesterol_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/rbc_int.rbc_int.sumstats.gz,NA,NA,NA,NA,-2.9982,16.836,1.061,0.4035,0.0922,0.0097
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/cholesterol_sbp_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/cholesterol_int.cholesterol_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/sbp_int.sbp_int.sumstats.gz,NA,NA,NA,NA,1.105,0.446,0.9865,0.0129,0.0505,0.0098
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/cholesterol_smoke_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/cholesterol_int.cholesterol_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/smoke_int.smoke_int.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/cholesterol_triglycerides_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/cholesterol_int.cholesterol_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/triglycerides_int.triglycerides_int.sumstats.gz,NA,NA,NA,NA,0.5145,0.4428,1.0016,0.0126,0.3059,0.0092
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/cholesterol_wbc_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/cholesterol_int.cholesterol_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/wbc_int.wbc_int.sumstats.gz,NA,NA,NA,NA,-0.9144,0.5375,1.0344,0.0121,0.0328,0.0101
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/creatinine_hb_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/creatinine_int.creatinine_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hb_int.hb_int.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/dbp_alt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/dbp_int.dbp_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/alt_int.alt_int.sumstats.gz,NA,NA,NA,NA,-1.029,0.5813,1.0274,0.0133,0.1,0.0096
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/dbp_creatinine_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/dbp_int.dbp_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/creatinine_int.creatinine_int.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/dbp_eos_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/dbp_int.dbp_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/eos_int.eos_int.sumstats.gz,0.7018,1.5418,0.4552,0.649,0.2431,0.769,0.9983,0.0187,0.0196,0.0095
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/dbp_glucose_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/dbp_int.dbp_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/glucose_int.glucose_int.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/dbp_hb_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/dbp_int.dbp_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hb_int.hb_int.sumstats.gz,-0.092,0.941,-0.0978,0.9221,0.2042,0.5233,0.9988,0.013,0.155,0.0096
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/dbp_hdl_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/dbp_int.dbp_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hdl_int.hdl_int.sumstats.gz,NA,NA,NA,NA,-0.4632,0.4337,1.0215,0.0125,-0.0461,0.0101
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/dbp_height_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/dbp_int.dbp_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/height_int.height_int.sumstats.gz,-0.5111,0.8258,-0.6189,0.536,0.3614,0.5811,0.9933,0.015,0.0456,0.0099
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/dbp_mono_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/dbp_int.dbp_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/mono_int.mono_int.sumstats.gz,-0.8924,1.9039,-0.4687,0.6393,0.1729,0.5328,1.0104,0.0139,0.1255,0.0087
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/dbp_plt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/dbp_int.dbp_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/plt_int.plt_int.sumstats.gz,-0.1069,0.6355,-0.1681,0.8665,0.4666,0.5916,1.0,0.0142,0.093,0.0096
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/dbp_sbp_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/dbp_int.dbp_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/sbp_int.sbp_int.sumstats.gz,0.9782,0.1508,6.4865,8.7848e-11,1.105,0.446,0.9865,0.0129,0.7111,0.0114
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/dbp_wbc_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/dbp_int.dbp_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/wbc_int.wbc_int.sumstats.gz,NA,NA,NA,NA,-0.9144,0.5375,1.0344,0.0121,0.1665,0.0092
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/eos_alt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/eos_int.eos_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/alt_int.alt_int.sumstats.gz,NA,NA,NA,NA,-1.029,0.5813,1.0274,0.0133,0.0715,0.0096
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/eos_creatinine_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/eos_int.eos_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/creatinine_int.creatinine_int.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/eos_glucose_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/eos_int.eos_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/glucose_int.glucose_int.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/eos_hb_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/eos_int.eos_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hb_int.hb_int.sumstats.gz,-3.5517,9.3806,-0.3786,0.705,0.2042,0.5233,0.9988,0.013,0.0447,0.0093
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/eos_hdl_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/eos_int.eos_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hdl_int.hdl_int.sumstats.gz,NA,NA,NA,NA,-0.4632,0.4337,1.0215,0.0125,-0.0398,0.0104
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/eos_plt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/eos_int.eos_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/plt_int.plt_int.sumstats.gz,0.2165,1.2894,0.1679,0.8667,0.4666,0.5916,1.0,0.0142,0.1754,0.0093
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/eos_sbp_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/eos_int.eos_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/sbp_int.sbp_int.sumstats.gz,0.7761,1.5923,0.4874,0.626,1.105,0.446,0.9865,0.0129,-0.0102,0.0092
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/eos_wbc_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/eos_int.eos_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/wbc_int.wbc_int.sumstats.gz,NA,NA,NA,NA,-0.9144,0.5375,1.0344,0.0121,0.3369,0.0112
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_alt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/alt_int.alt_int.sumstats.gz,NA,NA,NA,NA,-1.029,0.5813,1.0274,0.0133,0.5536,0.0104
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_ast_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ast_int.ast_int.sumstats.gz,NA,NA,NA,NA,-0.8224,0.5602,1.016,0.0134,0.384,0.0104
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_bmi_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/bmi_int.bmi_int.sumstats.gz,NA,NA,NA,NA,0.0417,0.5059,1.0069,0.0132,0.2459,0.0099
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_bun_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/bun_int.bun_int.sumstats.gz,NA,NA,NA,NA,0.2288,0.531,1.0066,0.0132,0.0649,0.0089
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_creatinine_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/creatinine_int.creatinine_int.sumstats.gz,NA,NA,NA,NA,0.0621,0.5271,1.0078,0.0149,0.0081,0.0089
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_dbp_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/dbp_int.dbp_int.sumstats.gz,NA,NA,NA,NA,0.8552,0.4356,0.9885,0.0124,0.1588,0.0097
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_drink_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/drink_int.drink_int.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_eos_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/eos_int.eos_int.sumstats.gz,NA,NA,NA,NA,0.2431,0.769,0.9983,0.0187,0.1093,0.0102
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_glucose_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/glucose_int.glucose_int.sumstats.gz,NA,NA,NA,NA,0.0051,0.47,1.0086,0.0136,0.1762,0.0096
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_hb_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hb_int.hb_int.sumstats.gz,NA,NA,NA,NA,0.2042,0.5233,0.9988,0.013,0.1911,0.0099
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_hdl_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hdl_int.hdl_int.sumstats.gz,NA,NA,NA,NA,-0.4632,0.4337,1.0215,0.0125,-0.1422,0.0102
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_height_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/height_int.height_int.sumstats.gz,NA,NA,NA,NA,0.3614,0.5811,0.9933,0.015,-0.0268,0.0093
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_ldl_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ldl_int.ldl_int.sumstats.gz,NA,NA,NA,NA,-0.2165,0.4622,1.0063,0.0155,0.2243,0.0092
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_mono_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/mono_int.mono_int.sumstats.gz,NA,NA,NA,NA,0.1729,0.5328,1.0104,0.0139,0.1428,0.0103
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_neut_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/neut_int.neut_int.sumstats.gz,NA,NA,NA,NA,-0.7117,0.543,1.028,0.0122,0.1946,0.0093
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_plt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/plt_int.plt_int.sumstats.gz,NA,NA,NA,NA,0.4666,0.5916,1.0,0.0142,0.1907,0.0105
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_rbc_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/rbc_int.rbc_int.sumstats.gz,NA,NA,NA,NA,-2.9982,16.836,1.061,0.4035,0.1715,0.0097
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_sbp_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/sbp_int.sbp_int.sumstats.gz,NA,NA,NA,NA,1.105,0.446,0.9865,0.0129,0.1674,0.0092
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_smoke_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/smoke_int.smoke_int.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_triglycerides_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/triglycerides_int.triglycerides_int.sumstats.gz,NA,NA,NA,NA,0.5145,0.4428,1.0016,0.0126,0.3309,0.0103
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/ggt_wbc_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/ggt_int.ggt_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/wbc_int.wbc_int.sumstats.gz,NA,NA,NA,NA,-0.9144,0.5375,1.0344,0.0121,0.237,0.0095
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/glucose_alt_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/glucose_int.glucose_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/alt_int.alt_int.sumstats.gz,NA,NA,NA,NA,-1.029,0.5813,1.0274,0.0133,0.1153,0.0097
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/glucose_creatinine_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/glucose_int.glucose_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/creatinine_int.creatinine_int.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/corr/glucose_hb_corr.log,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/glucose_int.glucose_int.sumstats.gz,/data1/jiapl_group/lishuhua/project/PRS_benchmark/real_data/CAS/gwas/munged/hb_int.hb_int.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
